farm_name,zone,city,turbines,latitude,longitude
Pico Gallo,Asturias,Tineo,37,43.397,-6.396
Piedras del Alto,Segovia (Castilla y Leon),"Aldeanueva de la Serrezuela, Navares de Enmedio, Navares de las Cuevas, Pradales",40,41.45,-3.75
Piletas 1,Las Palmas (Canarias),Piletas,7,28.092,-15.489
Pivot Buoy - PLOCAN,Offshore,,0,28.05,-15.38
Plá d´Embalagué,Castellon (Comunidad Valenciana),Portell de Morella,25,40.53,-0.26
Plana de Jarreta,Zaragoza (Aragon),La Muela,66,41.58,-1.12
Plana de la Balsa,Zaragoza (Aragon),"Cadrete, María",32,41.55,-0.98
Plana de María,Zaragoza (Aragon),María de Huerva,32,41.54,-0.996
Plana de Zaragoza,Zaragoza (Aragon),La Muela,32,41.58,-1.12
Planas de Pola (Tauste),Zaragoza (Aragon),"Tauste, Pradilla de Ebro",54,41.884,-1.104
Plat. Eólica Granadilla,SC Tenerife (Tenerife),Granadilla de Abona ,0,28.12,-16.577
Plocan,Offshore,,5,28.04,-15.36
PLOCAN hybrid floating,Offshore,,0,28.64,-15.59
PLOCAN W2Power WIP10 Scale prototype,Offshore,,1,28.04,-15.37
Poblacion de Carrato-Fase I,Palencia (Castilla y Leon),Cerrato,1,41.792,-4.434
Pobra do Caramiñal,La Coruna (Galicia),Pobra do Caramiñal,1,42.603,-8.939
Polígono Sabón (Inditex),La Coruna (Galicia),Arteixo,1,43.3,-8.51
Ponte Rebordelo,La Coruna (Galicia),Dumbría,31,43.01,-9.12
Poris de Abona,SC Tenerife (Tenerife),Arico,0,28.152,-16.48
Portachuelo,Albacete (Castilla-La Mancha),Romica,53,39.06,-1.83
Portelrubio,Soria (Castilla y Leon),"Fuentelsaz de Soria, Almarza",6,41.866,-2.417
Portillo 2 Fase 1,Zaragoza (Aragon),"María de Huerva, La Muela",0,41.54,-0.996
Portillo 2 Fase 2,Zaragoza (Aragon),María de Huerva,0,41.54,-0.996
Porto do Son,La Coruna (Galicia),Porto do Son,1,42.725,-9.006
Pousadoiro ,Lugo (Galicia),"Pontenova, A Pastoriza, Riotorto ",12,43.309,-7.25
Pozalmuro I+D,Soria (Castilla y Leon),Pozalmuro,1,41.77,-2.1
Pozocañada,Albacete (Castilla-La Mancha),Pozocañada,37,38.772,-1.739
Préjano,Logroño (La Rioja),"Préjano, Enciso",35,42.148,-2.197
Primoral,Zaragoza (Aragon),"Alfajarín, Villamayor de Gállego",12,41.645,-0.739
Prototipo experimental NED100,Lugo (Galicia),Villalba,3,43.671,-7.41
Pucheruelo,Avila (Castilla y Leon),San Juan de la Nava,27,40.479,-4.682
Puerto de Málaga Ampliacion,Málaga (Andalucía),"Ardales, Carratraca ",7,36.862,-4.831
Puerto des Rosario - Consumo Asociado,Las Palmas (Fuerteventura),Puerto del Rosario,1,28.503,-13.878
Puerto Escandón,Teruel (Aragon),Puerto de Escandón,13,40.321,-0.956
Puerto Facinas,Cadiz (Andalucía),Tarifa,6,36.019,-5.603
Pujalt,Tarragona (Cataluna),"Pujalt, Calonge de Segarra ",21,41.717,-1.451
Punago,Lugo (Galicia),"A Fonsagrada, Castroverde, Baleira, Ribeira de Piquín, Pol",46,43.08,-7.29
Punta,Las Palmas (Canarias),Santa Lucía de Tirajana ,11,27.913,-15.541
Punta Gaviota,Las Palmas (Canarias),Santa Lucía de Tirajana ,11,27.913,-15.541
Punta Grande,Las Palmas (Canarias),Arrecife,2,28.978,-13.519
Punta Lucero,Vizcaya (Euskadi),"Puerto de Bilbao, Zierbena",5,43.375,-3.089
Punta Teno,SC Tenerife (Tenerife),Tenerife,6,28.361,-16.909
Puntaza de Remolinos,Zaragoza (Aragon),Remolinos,18,41.84,-1.18
Puylobo,Zaragoza (Aragon),"Borja, Mallén",14,41.871,-1.483
Quintanilla,Burgos (Castilla y Leon),Merindad de Río Ubierna ,10,42.59,-3.672
Quintanilla Sobresierra,Soria (Castilla y Leon),Merindad de Río Ubierna,1,42.551,-3.683
Rabinaldo,Burgos (Castilla y Leon),Merindad de rio Ubierna,6,42.591,-3.705
Rabosera,Huesca (Aragon),Sierra de Luna,19,42.083,-0.837
Radona I,Soria (Castilla y Leon),"Adrada, Alcubilla de las Peñas ",12,41.296,-2.471
Radona II,Soria (Castilla y Leon),"Adrada, Alcubilla de las Peñas ",16,41.296,-2.471
Rancho Viejo,Cadiz (Andalucía),"Medina, Sidonia",8,36.463,-5.945
Raposeras,Logroño (La Rioja),"Pradejón, Calahorra",26,42.3,-2.01
Refachón,Lugo (Galicia),Abadín,28,43.36,-7.48
Refoyas,Castellon (Comunidad Valenciana),"Forcall, Todolella",33,40.648,-0.221
Requeixo,La Coruna (Galicia),As Somozas,7,43.517,-7.881
Reventones,Murcia,Jumilla,17,38.686,-1.404
Rincón del Cabello,Valencia (Comunidad Valenciana),Ayora,20,39.031,-1.143
Río Almodóvar,Cadiz (Andalucía),Tarifa,16,36.01,-5.6
Río Gallego,Huesca (Aragon),Gurrea de Gállego,43,42.011,-0.679
Rioboo,Lugo (Galicia),"Concello de Xove, Concello de Viveiro",16,43.652,-7.551
Roalabota,Cadiz (Andalucía),Jeréz de la Frontera ,19,36.687,-6.137
Robres,Huesca (Aragon),Robres,13,41.868,-0.533
Rodal,Palencia (Castilla y Leon),Fuentes de Valdepero,3,42.078,-4.461
Roden (ES),Zaragoza (Aragon),Fuentes de Ebro,0,41.511,-0.633
Rodera Alta,Salamanca (Castilla y Leon),"Santiz, Valdelosa, Zamayón",17,41.148,-5.831
Romerales I,Zaragoza (Aragon),Zaragoza,0,41.45,-0.983
Romerales II,Zaragoza (Aragon),Zaragoza,0,41.45,-0.983
Sabina,Albacete (Castilla-La Mancha),"Pozohondo, Hellín, Liétor ",24,38.632,-1.925
Sahariano,Offshore,,0,27.86,-15.35
Salajones,Navarra,"Aibar, Lumbier",29,42.608,-1.308
Salinas del Matorral,Las Palmas (Canarias),San Bartolomé de Tirajana ,2,27.802,-15.446
Salinas del Matorral Ampliación,Las Palmas (Canarias),San Bartolomé de Tirajana,1,27.802,-15.446
Salinetas,Las Palmas (Canarias),Telde,0,27.996,-15.43
Salomón,Valencia (Comunidad Valenciana),Enguera,25,38.986,-0.764
San Adrián,Palencia (Castilla y Leon),Fuentes de Valdepero,2,42.06,-4.49
San Agustín,Teruel (Aragon),"Azaila, Almochuel, Vinaceite",0,41.272,-0.536
San Bartolomé,Las Palmas (Canarias),San Bartolomé de Tirajana,4,27.802,-15.446
San Blas I,Valladolid (Castilla y Leon),"Castromonte, Valverde de Campos",0,41.807,-5.03
San Borondón,Offshore,,0,27.84,-15.34
San Brandan,Offshore,,0,43.95,-7.99
San Cibrao,Offshore,,0,43.97,-7.67
San Ciprián,Zamora (Castilla y Leon),"Lubián, Hermisende",21,41.996,-6.9
San Cristóbal de Aguilón,Zaragoza (Aragon),Aguilón,25,41.308,-0.992
San Esteban I A,Navarra,"Anorbe, Tirapu",37,42.639,-1.711
San Esteban I B - Egastiaga,Navarra,Artajona,4,42.626,-1.744
San Esteban II A - Añorbe,Navarra,"Anorbe, Tirapu",13,42.635,-1.726
San Esteban II B - Olcoz,Navarra,"Biurrun-olcoz, Unzué",8,42.605,-1.696
San Esteban II C - Caraquidoya,Navarra,"Barásoaian del Añorbe, Artajona",10,42.647,-1.668
San Gil,Guadalajara (Castilla-La Mancha),"Tartanedo, Torrubia, Fuentelsaz ",18,41.007,-1.903
San Gregorio,Navarra,Cabanillas,25,42.072,-1.547
San Gregorio,Navarra,Cabanillas,25,42.072,-1.547
San Juan de Bargas,Zaragoza (Aragon),"Bureta, Magallón, Alberite de San Juan ",56,41.82,-1.47
San Just,Teruel (Aragon),Escucha,14,40.77,-0.85
San Lorenzo A,Valladolid (Castilla y Leon),Castromonte,26,41.77,-5.04
San Lorenzo B,Valladolid (Castilla y Leon),Castromonte,21,41.77,-5.04
San Lorenzo C,Valladolid (Castilla y Leon),"Castromonte, Peñaflor de Hornija, Torrelobatón ",15,41.648,-5.026
San Lorenzo D,Valladolid (Castilla y Leon),Peñaflor de Hornija ,18,41.711,-4.982
San Martín de Unx,Navarra,San Martín de Unx,41,42.52,-1.56
San Pedro (ES),Leon (Castilla y Leon),"Castropodame, Torre",10,42.58,-6.46
San Pedro Alacón,Teruel (Aragon),Alacón,12,41.023,-0.7
San Xoan,La Coruna (Galicia),"Muras, As Pontes",48,43.45,-7.85
Sancho Abarca,Zaragoza (Aragon),Tauste ,5,42.033,-1.315
Sant Antoni,Lleida (Cataluna),La Granadella ,20,41.388,-0.615
Santa Lucía,Las Palmas (Canarias),Santa Lucía de Tirajana ,16,27.92,-15.547
Santa Maria de Nieva,Almeria (Andalucía),,25,37.462,-1.989
Santa Quiteria,Huesca (Aragon),"Almudévar, Tardienta",40,41.974,-0.601
Santo Cristo de Magallón,Zaragoza (Aragon),Magallón,20,41.796,-1.366
Santo Domingo de la Luna,Zaragoza (Aragon),Luna,0,42.166,-0.933
Sargentes,Burgos (Castilla y Leon),"Sargentes de la Lora, Basconcillos del Tozo ",12,42.767,-3.937
Sasdónigas Fase I,Lugo (Galicia),Mondonedo,5,43.431,-7.372
Sasdónigas Fase II,Lugo (Galicia),"Mondonedo, Abadin",3,43.431,-7.372
Sasoplano,Huesca (Aragon),Almudévar,49,42.137,-0.59
Savallá,Tarragona (Cataluna),Savallá del Comtat ,9,41.538,-1.284
Serón I,Almeria (Andalucía),Serón ,25,37.344,-2.508
Serón II,Almeria (Andalucía),Serón ,5,37.344,-2.508
Serra da Loba,Lugo (Galicia),"Aranga, Guitiriz",18,43.268,-7.922
Serra da Loba Ampliación,Lugo (Galicia),"Monfero, Aranga",7,43.284,-7.946
Serra da Panda,La Coruna (Galicia),"Mañón, Ortigueira",28,43.598,-7.806
Serra Das Penas,Lugo (Galicia),Paradela,0,42.765,-7.57
Serra de Meira,Lugo (Galicia),"Meira, Ribeira de Piquín",58,43.219,-7.248
Serra de Rubió I,Barcelona (Cataluna),"Serra de Rubió, Castellfollit del Boix",33,41.661,-1.619
Serra de Rubió II,Barcelona (Cataluna),"Serra de Rubió, Castellfollit del Boix",17,41.661,-1.619
Serra de Vilobí,Lleida (Cataluna),"Tarrés, Fulleda",27,41.444,-1.054
Serra de Vilobí II,Lleida (Cataluna),"Tarrés, Fulleda",3,41.44,-1.035
Serra del Tallat,Lleida (Cataluna),"Vallbona de les Monges, Passanat",33,41.486,-1.168
Serra do Burgo,Ourense (Galicia),"Chandrexa de Quixa, Castro Caldelas",19,42.33,-7.41
Serra do Burgo Ampliación,Ourense (Galicia),Chandreixa de Queixa ,13,42.26,-7.38
Serra do Cando,Pontevedra (Galicia),"A Lama, Cotobade, Forcarei",44,42.5,-8.37
Serra do Larouco,Ourense (Galicia),"Baltar, Xinzo de Limia",49,42.01,-7.72
Serra do Páramo,Lugo (Galicia),"O Paramo, Parandela ",10,42.808,-7.497
Serra do Punago-Vacariza,Lugo (Galicia),Castroverde,0,43.024,-7.333
Serra Voltorera,Tarragona (Cataluna),"Cabra del Camp, Barberà de la Conca, Montblanc, Pira ",10,41.402,-1.305
Serralta,Navarra,Cabanillas,25,42.077,-1.533
Serralta Ampliación,Navarra,Cabanillas ,1,42.075,-1.528
Sierra Costera I,Teruel (Aragon),"Rillo, Cañada Vellida, Fuentes Calientes, Mezquita de Jarque",15,40.723,-0.925
Sierra Costera II,Teruel (Aragon),"Cañada Velilla, Cuevas de Almudén, Mexquita de Jarque, Galve",48,40.698,-0.868
Sierra de Aguas,Málaga (Andalucía),"Casarabonela, Alora",16,36.82,-4.78
Sierra de Aguas Ampliación,Málaga (Andalucía),"Casarabonela, Alora ",2,36.827,-4.704
Sierra de Arcas,Málaga (Andalucía),Villanueva de Algaidas,10,37.149,-4.453
Sierra de Bodenaya,Asturias,Salas,12,43.403,-6.302
Sierra de Dueña,Salamanca (Castilla y Leon),"Las Veguillas, Membibre de la Sierra, Frades de la Sierra, Pedrosillo de los Aires",37,40.69,-5.82
Sierra de la Cuesta,Asturias,Grandas de Salime,12,43.218,-6.814
Sierra de la Oliva,Albacete (Castilla-La Mancha),"Caudete, Almansa",71,38.739,-1.029
Sierra de la Oliva II,Albacete (Castilla-La Mancha),"Almansa, Caudete",20,38.799,-1.006
Sierra de la Virgen,Zaragoza (Aragon),"Sestrica, Calatayud",36,41.452,-1.644
Sierra de las Cabras,Murcia,Jumilla,11,38.492,-1.401
Sierra de las Carbas,Zamora (Castilla y Leon),Ferreruela ,20,41.795,-6.093
Sierra de los Lagos,Asturias,Allande,59,43.228,-6.694
Sierra de Mira,Cuenca (Castilla-La Mancha),"Mira, Aliaguilla",45,39.728,-1.382
Sierra de Oriche,Teruel (Aragon),"Allueva, Anadón",0,40.999,-1.047
Sierra de Pinilla,Albacete (Castilla-La Mancha),Chinchilla de MonteAragón,27,38.716,-1.602
Sierra de Tineo,Asturias,Tineo ,22,43.355,-6.416
Sierra del Buey,Murcia,Jumilla,23,38.52,-1.241
Sierra del Cortado,Soria (Castilla y Leon),"Tajahuerce, Almenar de Soria",14,41.75,-2.19
Sierra del Cortado Ampliación,Soria (Castilla y Leon),"Tajahuerce, Almenar, Pinilla del Campo",9,41.75,-2.19
Sierra del Madero I,Soria (Castilla y Leon),"Olvega, Noviercas",45,41.75,-1.98
Sierra del Madero II,Soria (Castilla y Leon),"Olvega, Noviercas",21,41.75,-2.0
Sierra del Romeral,Toledo (Castilla-La Mancha),Villacañas,28,39.653,-3.39
Sierra del Romeral II,Toledo (Castilla-La Mancha),Villacañas,9,39.653,-3.39
Sierra del Trigo (Fase I y II),Jaén (Andalucía),Noalejo,23,37.513,-3.741
Sierra Lácera,Murcia,Yecla ,23,38.741,-1.174
Sierra Menera I,Guadalajara (Castilla-La Mancha),"Setiles, Tordesilos",20,40.713,-1.555
Sierra Ministra,Soria (Castilla y Leon),Medinaceli ,20,41.173,-2.433
Sierra Pelarda,Teruel (Aragon),"Torrecilla de Fonfría, Allueva",4,41.0,-1.039
Sierra Quemada,Albacete (Castilla-La Mancha),Pozohondo,23,38.727,-1.926
Sierra Selva I,Navarra,Petilla de Aragón,50,42.441,-1.104
Sierra Sesnández,Zamora (Castilla y Leon),"Riofrío de Aliste, Ferreruela",10,41.771,-6.05
Sierro,Soria (Castilla y Leon),Retortillo de Soria,23,41.3,-2.995
Sil,Ourense (Galicia),"Esgos, Mogueira, Montederramo",70,42.3,-7.61
Sil Ampliación (1ª Fase),Ourense (Galicia),Nogueira de Ramuín,14,42.41,-7.73
Sil Ampliación (2ª Fase),Ourense (Galicia),Nogueira de Ramuín ,6,42.413,-7.726
Silán,Lugo (Galicia),Muras,20,43.47,-7.72
Silvarredonda,La Coruna (Galicia),Cabana de Bergantiños,13,43.186,-8.844
Sistral,Zamora (Castilla y Leon),"Pías, Porto",10,42.12,-6.96
Soán,Lugo (Galicia),"Muras, Valadouro",26,43.54,-7.46
Soán Ampliación,Lugo (Galicia),"Muras, Valadouro",29,43.54,-7.46
Soliedra,Soria (Castilla y Leon),Soliedra,6,41.47,-2.383
Sombrío,Burgos (Castilla y Leon),"Huermeces, Merindad de Río",14,42.43,-3.73
Somolinos,Guadalajara (Castilla-La Mancha),"Somolinos, Hijes",16,41.282,-3.089
Somozas,La Coruna (Galicia),As Somozas,80,43.518,-7.882
Somozas II,La Coruna (Galicia),As Somozas,1,43.538,-7.906
Sos del Rey Católico,Zaragoza (Aragon),Sos del Rey Católico,22,42.491,-1.262
Sos del Rey Católico II,Zaragoza (Aragon),Sos del Rey Católico,20,42.458,-1.18
Sotavento,La Coruna (Galicia),"Monfero (A Coruña), Xermade (Lugo)",24,43.36,-7.88
Tacica de Plata,Almeria (Andalucía),"Abla, Las tres Villas",13,37.149,-2.74
Tahivilla,Cadiz (Andalucía),Tarifa,101,36.01,-5.6
Talasa,Offshore,,0,27.67,-15.56
Tallisca,Huelva (Andalucía),El Almendro ,20,37.507,-7.27
Tarayuela,Soria (Castilla y Leon),"Alentisque, Morón de Almazán, Momblona, Soliedra",15,41.44,-2.37
Tarazona Sur,Zaragoza (Aragon),Tarazona,12,41.871,-1.66
Tardienta I,Huesca (Aragon),Tardienta,75,41.927,-0.605
Tardienta II,Huesca (Aragon),"Tardienta, Torralba",52,41.927,-0.605
Tarifa (Alstom-Ecotècnia) ,Cadiz (Andalucía),Tarifa,4,36.013,-5.603
Tea,Ourense (Galicia),"Tea Covelo, Melón, Avión",37,42.37,-8.25
Teguise I,SC Tenerife (Lanzarote),Lanzarote,4,29.06,-13.563
Tejonero,Cadiz (Andalucía),Vejer de la Frontera ,16,36.313,-5.967
Tenefe,Las Palmas (Canarias),Santa Lucía de Tirajana ,5,27.913,-15.541
Terral (ES),Lugo (Galicia),Abadín,36,43.36,-7.48
Teso Pardo,Valladolid (Castilla y Leon),"Valverde de Campos, Castromonte",0,41.807,-5.03
Teso Santo,Salamanca (Castilla y Leon),"Palacios del Arzobispo, Santiz",25,40.965,-5.663
Tharsis,Huelva (Andalucía),Alosno,5,37.591,-7.108
Tico,Zaragoza (Aragon),Villar de los Navarros,43,41.159,-1.044
Tíjola,Almeria (Andalucía),Tíjola ,16,37.346,-2.439
Tinajeros,Zaragoza (Aragon),"Agón, Magallón",0,41.847,-1.468
Tirapu,Navarra,"Añorbe, Artajona",0,42.659,-1.715
Torozos A,Valladolid (Castilla y Leon),"Castromonte, Torrelobatón, Torrecilla de la Torre, Barruelo",0,41.713,-5.045
Torozos B,Valladolid (Castilla y Leon),"Torrelobatón, Berceruelo, Velilla, Villasexmir",0,41.608,-5.01
Torozos C,Valladolid (Castilla y Leon),"Torrelobatón, Castrodeza, Berceruelo, Velliza",0,41.608,-5.01
Torre Madrina,Tarragona (Cataluna),"Batea, Gandesa",20,41.098,-0.228
Torre Miró I,Castellon (Comunidad Valenciana),Morella,33,40.62,-0.09
Torre Miró II,Castellon (Comunidad Valenciana),Morella,33,40.62,-0.1
Tortosa,Tarragona (Cataluna),Tortosa,23,40.81,-0.52
Torviscal,Albacete (Castilla-La Mancha),Masegoso,16,38.744,-2.344
Touriñán (Serra do Moncoso),La Coruna (Galicia),"Monfero, Irixoa, Aranga",29,43.33,-8.05
Tramuntana,Offshore,,0,42.19,-3.44
Tres Picos,Palencia (Castilla y Leon),Magaz de Pisuegra,3,41.989,-4.495
Tres Villas,Almeria (Andalucía),Las Tres Villas ,25,37.165,-2.72
Triquivijate,Las Palmas (Canarias),Agüimes ,2,27.904,-15.442
Trucafort,Tarragona (Cataluna),"Pradell de la Teixeta, L´Argentera, La Torre de Fontaubella, Colldejou",91,41.14,-0.89
Turó del Magre,Barcelona (Cataluna),"Pujalt, Veciana, Argencola (Barcelona ), Sant Guim de Freixenet (Lleida) ",15,41.634,-1.437
Txutxu,Navarra,Ujue,25,42.544,-1.523
Urano,Soria (Castilla y Leon),"Aldehuelas, Villar del Rio",38,42.08,-2.35
Urbel del Castillo II,Burgos (Castilla y Leon),"Huérmeneces, Montorio, Urbel del Castillo",25,42.584,-3.802
Uzkita,Navarra,Leóz,29,42.619,-1.515
Valbonilla Fase I,Burgos (Castilla y Leon),Castrojeriz,5,42.236,-4.19
Valbonilla Fase II,Burgos (Castilla y Leon),Castrojeriz,4,42.236,-4.19
Valbuena,Burgos (Castilla y Leon),"Villafranca Montes de Oca, Cerratón de Juarros ",19,42.384,-3.352
Valcaire,Granada (Andalucía),Padul,8,36.998,-3.682
Valdecarrión,Leon (Castilla y Leon),Sahagún ,17,42.427,-4.942
Valdeconejos,Teruel (Aragon),"Escucha, Utrillas",38,40.786,-0.873
Valdecuadros (I+D),Zaragoza (Aragon),La Muela,3,41.58,-1.12
Valdefuentes,Huelva (Andalucía),El Almendro ,14,37.507,-7.27
Valdehorno,Palencia (Castilla y Leon),Magaz de Pisuerga,4,41.983,-4.428
Valdelacasa ,Leon (Castilla y Leon),"Quintana del Castillo, Villagatón-Branuelas ",6,42.641,-6.105
Valdelón,Leon (Castilla y Leon),Folgoso de la Ribera ,9,42.667,-6.278
Valdelón Ampliación,Leon (Castilla y Leon),"Folgoso de la Ribera, Igüeña, Torre del Bierzo ",3,42.667,-6.278
Valdelónave,Zamora (Castilla y Leon),Muelas del Pan,5,41.525,-5.967
Valdepero,Palencia (Castilla y Leon),Fuentes de Valdepero,15,42.055,-4.534
Valdeperondo,Leon (Castilla y Leon),"Cea, Sahagún ",23,42.372,-5.03
Valdeporres,Burgos (Castilla y Leon),"Valdeporres, Valdebezana ",37,43.021,-3.769
Valdesamario,Leon (Castilla y Leon),"Riello, Valdesamario, Villagatón ",12,42.724,-6.052
Valdihuelo,Avila (Castilla y Leon),"Navalperal del Pinares, Ávila",19,40.592,-4.411
Valiente,Huesca (Aragon),Gurrea de Gallego,10,42.029,-0.672
Valmediano,Zamora (Castilla y Leon),"Tábara, Faramontanos",40,41.858,-5.878
Valpardo,Avila (Castilla y Leon),Navalperal del Pinares,25,40.59,-4.42
Valsagueiro,La Coruna (Galicia),Dumbría,25,43.01,-9.12
Veciana,Barcelona (Cataluna),Veciana ,18,41.666,-1.446
Vedadillo,Navarra,Falces,36,42.407,-1.828
Veleta,Burgos (Castilla y Leon),"Monasterio de Rodilla, Fresno de Rodilla, Santa María del Invierno",17,42.46,-3.47
Venta del Ginestar,Zaragoza (Aragon),"Agón, Bisimbre, Fréscano, Magallón, Mallén",0,41.874,-1.452
Ventoada,Lugo (Galicia),Muras,30,43.47,-7.72
Ventosa del Ducado A,Soria (Castilla y Leon),"Medinaceli, Yelo, Miño de Medinaceli ",9,41.195,-2.511
Ventosa del Ducado B,Soria (Castilla y Leon),"Medinaceli, Yelo, Miño de Medinaceli ",13,41.195,-2.511
Vicedo,Lugo (Galicia),O Vicedo,41,43.692,-7.672
Vidural y Cordel,Asturias,"Navia, Villayón",0,43.448,-6.708
Vieiro,Ourense (Galicia),"Bande, Verea ",19,42.095,-7.989
Viento de Alcalá,Cadiz (Andalucía),Alcala de los Gazules,21,36.429,-5.762
Vientos del Roque,Las Palmas (Canarias),Agüimes ,2,27.904,-15.442
Vilachá,Lugo (Galicia),"Ourol, Muras ",4,43.521,-7.611
Vilalba,Lugo (Galicia),Vilalba,38,43.3,-7.68
Vilalba dels Arcs,Tarragona (Cataluna),Vilalba del Arcs ,31,41.12,-0.409
Villacastín,Segovia (Castilla y Leon),"Villacastín, Santa María el Cubillo",22,40.72,-4.48
Villalazán,Zamora (Castilla y Leon),Toro,6,41.52,-5.39
Villamayor,Cuenca (Castilla-La Mancha),"Puebla de Almenara, Villamayor de Santiago, Hontanaya ",17,39.762,-2.838
Villamiel,Burgos (Castilla y Leon),Villamiel de la Sierra,21,42.18,-3.44
Villanueva,Navarra,"Puente la Reina, Arraiza",30,42.746,-1.799
Villanueva de Jara I,Cuenca (Castilla-La Mancha),Villanueva de la Jara,3,39.44,-1.96
Villanueva de Jara II,Cuenca (Castilla-La Mancha),Villanueva de la Jara,2,39.44,-1.96
Villanueva de Jara III,Cuenca (Castilla-La Mancha),Villanueva de la Jara,2,39.44,-1.96
Villanueva I,Valencia (Comunidad Valenciana),Jarafuel ,21,39.16,-1.143
Villanueva II,Valencia (Comunidad Valenciana),Jarafuel ,8,39.16,-1.143
Villoruebo,Burgos (Castilla y Leon),Villoruebo,19,42.18,-3.43
Viravento,La Coruna (Galicia),Camariñas,1,43.15,-9.2
Virgen de Belén I,Albacete (Castilla-La Mancha),Bonete,35,38.872,-1.318
Virgen de Belén I Ampliación,Albacete (Castilla-La Mancha),Bonete,5,38.865,-1.332
Virgen de Belén II,Albacete (Castilla-La Mancha),Bonete,37,38.918,-1.295
Virgen de la Peña de Alfajarín,Zaragoza (Aragon),Sierra de Luna,15,41.704,-0.666
Virgen de los Llanos I,Albacete (Castilla-La Mancha),"Higueruela, Hoya",40,38.979,-1.422
Virgen de los Llanos II,Albacete (Castilla-La Mancha),Higueruela,35,38.979,-1.422
Virxe do Monte,La Coruna (Galicia),"Mazaricos, Muros, Carnota",32,42.94,-8.99
Viure de l’aire del cel,Barcelona (Cataluna),,1,41.71,-1.433
Viveiro,Lugo (Galicia),"Viveiro, Xove",43,43.652,-7.559
Walga,Huesca (Aragon),Huesca,0,42.136,-0.415
WunderHexicon Floating Green Hydrogen,Offshore,,0,39.29,-0.2
Xiabre Ampliación,Pontevedra (Galicia),"Vilagarcía, Catoira, Caldas de Reis ",2,42.641,-8.684
Xiabre I,Pontevedra (Galicia),"Vilagarcía, Catoira, Caldas de Reis",11,42.636,-8.696
Xiabre II,Pontevedra (Galicia),"Vilagarcía, Catoira, Caldas de Reis",3,42.636,-8.696
Xunqueira,Asturias,"San Tirso de Abres, Taramundi",3,43.41,-7.142
Yerga I,Logroño (La Rioja),"Alfaro, Autol",37,42.151,-1.964
Yerga II,Logroño (La Rioja),"Alfaro, Autol",36,42.144,-1.956
Zarzuela II,Cadiz (Andalucía),Tarifa,8,36.01,-5.6
Zas,La Coruna (Galicia),"Zas, Santa Comba",90,43.1,-8.87
Zorraquín,Soria (Castilla y Leon),"Gomyo, Villaciervos",6,41.76,-2.63
Zorreras,Cadiz (Andalucía),"Medina, Sidonia",29,36.135,-5.815
